tweet_text;classes
Manaus tem um excelente restaurante português com um divino bacalhau.;comida
Mantém um boa tradição do churrasco.;comida
Maravilhosa, uma das melhores pizza que comi na vida.;comida
Maravilhoso agradavél acolhedor e comida de primeira.Preço justo.;comida
Maravilhoso esse lugar comida boa bebida, bem familiar, amplo e bem organizado.;comida
Maravilhoso restaurante para desfrutar com a família, ou amigos pratos variados do cardápio amazonense.;comida
Maravilhoso, ambiente nota 10 comida excelente e atendimento também.;comida
Marcela foi super atenciosa <3 Petiscos deliciosos e no tempo, e as bebidas pra acompanhar ?;comida
Mas o Coco Bambu Manaus é tudo que os outros dizem ser, mas de uma maneira simples, ótimo atendimento, classe internacional nos pratos servidos de maneira singular.;comida
Mas os petiscos são ótimos e a cerveja geladissima.;comida
Mas se você pode pagar diariamente, bom apetite.!!;comida
Massa leve e de sabor delicioso!;comida
Massas sempre saborosas, preço acessível e cardápio bem variado fazem deste lugar uma ótima opção para fast food de boa qualidade.;comida
Melhor atendimento, melhores hambúrgueres (e batata rústica), ambiente agradável demais, e melhores quadrinhos (amo).;comida
Melhor banda de tambaqui de Manaus!!;comida
Melhor banda de Tambaqui que já comi... Porção generosa por um bom preço.;comida
Melhor buffet sem igual, variedades e um ambiente aconchegante !;comida
Melhor café da manhã regional, preço muito alto, atendimento ok. Dois ambientes, climatizado e ao ar livre, muito familiar.;comida
Melhor carne de sol de Manaus.;comida
Melhor carne de sol de Manaus ?;comida
melhor carne de sol de Manaus.;comida
Melhor carne de sol na pedra de Manaus.;comida
Melhor casa de rodízio... e com certeza a Sara e a melhor atendente muito rápida e atenta..;comida
Melhor churasco de Manaus.;comida
Melhor comida, melhor atendimento do funcincionario Rodrigo Uchoa e sem duvida melhor restaurante de manaus !;comida
Melhor culinária.;comida
Melhor culinária regional.;comida
Melhor experiência, ótima comida.;comida
Melhor lugar de Manaus para comer uma picanha com os amigos e familiares.;comida
Melhor lugar de MANAUS, para saborear aquela carne maravilhosa.;comida
Melhor menu, excelente carta de vinhos!;comida
melhor opção  de gastronomia japonesa na cidade de manaus não tem igual toda minha familia adorou magnifico!!!;comida
Melhor opção de carnes vermelhas em Manaus.;comida
Melhor opção de comida portuguesa sofisticada, com preço extremamente salgado, porém, tudo impecável, atendimento, sabor e experiência.;comida
Melhor Opção de Rodízio de Carnes é um Buffet completo.;comida
Melhor pão de queijo de Manaus, se for recheado com doce de leite mineiro então..;comida
Melhor peixe da cidade,o único problema é o estacionamento.;comida
Melhor picanha, filé, linguiça com queijo ,Steak de alcatra na parrilla, além de ter carnes tradicionais, bebidas e sobremesas e o que mais você quiser pedir!;comida
Melhor pizza da zona sul chora pra vender fiado.;comida
Melhor pizza tradicional que existe em manaus.;comida
Melhor pizzaria de toda Manaus, sabores excelentes, o que vc pede vc recebe.;comida
Melhor restaurante de Manaus, ótimo  atendimento  lugar climatizado limpo ótima comida peixe fresquinho maravilhoso ...;comida
Melhor restaurante, tudo muito bom…peixe de qualidade, sempre fresco… Atendimento 5 estrelas, especialmente da atendente Dani e do Sushiman melhor de Manaus Francisco…;comida
Melhor tapioca grarinada de Manaus e os salgados uma delícia.;comida
Melhor T-bone da cidade.;comida
Menu diversificado maravilhoso, tempo de espera é dentro da média mas não sofrido como comumente acontece, o ambiente agradável com decoração jovial e a boa música ajudam a passar quase desperdício, daria uma estrela a mais para a carta de drinks.;comida
Mesas dispostas na calçada e rua, petiscos bem servidos e  boa variedade, cerveja trincando de gelada.;comida
mesma embalagem vai pro microndas...otima ideia..e delicioso com preço bom...parabens frango mineiro.;comida
Meu café preferido com o melhor pão de queijo de manaus e atendimento maravilhoso.;comida
Meu café preferido, atendimento ótimo, preço razoável, tudo de qualidade.;comida
Meu lugar favorito para comida japonesa, harumaki de camarão e cream cheese é perfeito, o melhor que já comi.;comida
Meu lugarzinho do açaí, ótimo opção.;comida
Meus 2 filhos pequenos,  meu marido e eu fomos, no domingo de Páscoa, almoçar,  pois queríamos degustar delícias amazônicas.;comida
Minha sugestão de prato é: a entrada de dadinho de tapioca, e como prato principal o lombo premium de Tambaqui!;comida
Molho espetacular, preço justo e bom atendimento.;comida
Moqueca excelente!;comida
Muita diversão e bons petiscos.;comida
Muita variedade e ambiente sensacional.;comida
Muita variedade e custo benefício excelente.;comida
Muito agradável com um dos melhores rodízios de sopas de Manaus.;comida
Muito agradavel desfrutar  de momentos maravilhosos  tomando um delicioso café ou suco de laranja nesta padaria Eles tambem preparam sanduiches com patês pra lá de especiais!;comida
Muito agradável, e a comida deliciosa, com um preço acessível de R$ 15,00 a R$ 30,00.;comida
Muito bem localizado, escondidinho ao lado do Teatro com uma vista muito bacana e a comida tradicional de primeira qualidade e atendimento primoroso.;comida
Muito boa a comida e atendimento excelente do Braian ?;comida
Muito boa a comida e o atendimento, repertório bem tranquilo com música ambiente, Ricardo José não deixou faltar nada e tudo sem demora.;comida
Muito boa atendentes maravilhosos lugar super bom comida de alta qualidade o melhor garçom  e o Fabiano.;comida
Muito boa comida e preço justo.;comida
Muito boa comida e quantidade compatível ao q é determinado no cardápio.;comida
Muito boa comida.Preço justo.;comida
Muito boa cozinha, bacalhau no ponto certo de cozimento e dessalgado na maneira correta, ressaltando paladar do peixe .;comida
Muito boa localização de frente pra natureza e a comida também é muito boa.;comida
Muito boa opção de carnes em Manaus.;comida
Muito boa pizza, ótimas variedades de pizza.;comida
Muito boa surpresa em serviço, comida regional muito boa, lugar extremamente agradável e muito bom serviço, com o pessoal muito prestativo e atenciosos... Muito bom vale a pena ir.;comida
Muito boa, bom atendimento, comida boa.;comida
Muito boa,comidas e lanches deliciosos e bom preço.;comida
Muito bom  Palito de tapioca delicioso Churros cabloco incrível Salgado e doce Caipirinha de pingasse jambu especial.;comida
Muito bom , cerveja geladinha e vários petiscos.;comida
Muito bom ambientes agradável e cardápio maravilhoso!??;comida
Muito bom atendimento do garçom Fernando e ótima comida!!!;comida
Muito bom atendimento e a comida excelente.;comida
Muito bom atendimento e comidas excelentes!;comida
Muito bom atendimento e não deixe de espirimentar seus tira gostos e a cerveja Amazon beer.;comida
Muito bom atendimento e pizzas deliciosas, gostei muito do rodízio.;comida
Muito bom café da manhã e opções de bolo e sanduíches.;comida
Muito bom essa churrascaria no também badalado Vieiralves, atendimento excelente ambiente muito agradável, vista panorâmica e uma variedade de carnes e opções de  outras cozinhas [japonesa] também, carta de vinho simples não muito longa porém com alguns bons rótulos.;comida
Muito bom este restaurante, as comidas da minha terrinha, Belem do Pará!;comida
Muito bom local para curtir uma tradicional refeição tipo americana, com hamburguer, hot dog e costelinha de porco.;comida
Muito bom mesmo, e o com ótimas variedades de pizza!;comida
Muito bom o ambiente e atendimento  comida muito boa recomendo.;comida
Muito bom o ambiente, o atendimento e a comida então uma delícia.... Super indico.;comida
Muito bom o local boa comida.;comida
Muito bom o Rodízio, e com um preço acessível.;comida
Muito bom o sabor do peixe, arroz com jambú bem preparado, excelente atendimento e preço bom.;comida
Muito bom ótima referente porções generosa vale apena.;comida
Muito bom para um lanche rápido no final da noite ou madrugada....pizza em dobro com valor justo !;comida
Muito bom picanha de primeira qualidade facil acesso climatizado otimo mesmo pra todas as horas bom de mais.;comida
Muito bom, boa música e comida de excelente qualidade!;comida
Muito bom, cafés incríveis e bolos deliciosos ótima experiência e local aconchegante.;comida
Muito bom, comida boa e ótimo atendimento.;comida
Muito bom, ótimo atendimento e  comida melhor ainda.;comida
Muito bom, pratos bem executados, saborosos, atendimento muito bom, decoração agradável, um ponto de observação do meu ponto de vista, foi para a sobremesa, pedi um creme de cupuaçu, tá veio o creme propriamente dito, mas sem nenhuma decoração, uma taça com o creme, só.;comida
Muito bom, preço bom, comida boa.;comida
Muito bom, só deveria ter uma variedades maior de sobremesas.;comida
Muito caro, porém, vale à pena gastar um pouco pelo ótimo ambiente, localização e principalmente a comida.;comida
Muito delicioso o prato e c preços excelentes!;comida
Muito gostosa a comida, excelente lugar e atendimento muito bom!;comida
muito gostoso a carne dai.;comida
Muito interessante a decoração do ambiente Se não me engano é uma rede e tem umas 3 cachaçarias A que fui fica no shopping Manauara  Comida típicas gourmets ótimas  Encontrei no menu até o famoso joelho de porco alemão  (muito bom tb) Como o lugar.;comida
Muito interessante a decoração temática, fora o sabor que é surpreendente.;comida
Muito legal, excelente ambiente familiar, ótimo atendimento e refeições típicas e não típicas e muito bom, preço bem acessível.;comida
Muito original, comidas saborosas, variadas opções, açaí original, linguiça paraense, arroz paraense tudo com sabor incrível.;comida
Muito saborosa e um preço justo.;comida
Muito top, bem gostoso bom serviço.;comida
Música boa e comida maravilhosa.;comida
Musica boa, clinária regional maravilhosa, atendimento excelente!!!;comida
Música maravilhosa, cardápio super completo, gente bonita e atendimento top.;comida
Na época da cheia vale a pena aliviar o calor amazônico em um flutuante e o Abaré é a melhor pedida, ambiente agradável, contato total com a natureza, excelente atendimento e comida deliciosa.;comida
Na minha opinião é o melhor restaurante regional de Manaus, comi um pirarucu com banana e queijo coalho simplesmente maravilhoso...recomendo, pode vir sem medo...;comida
Na unidade do centro eles têm uma pimenta deliciosa.;comida
Não condiz com o real nome do nome do prato descrito.;comida
Não deixe de ir, lugar muito agradável, ótima comida e ambiente retrô, amei...;comida
Não deixe de provar o hambúrguer de tambaqui, o buruti real e os milk shakes.;comida
Não é a toa que Ferran Adria e Alex Atala vão frequentemente à Amazônia em busca de novos ingredientes e sabores.;comida
Não é barzinho, é realmente um...restaurante mais sofisticado, porém a culinária me surpreendeu.Mais.;comida
Não é o melhor hambúrguer, mas você não ficará desapontado com expectativas médias.;comida
Não é o melhor restaurante de Manaus, mas é muito gostoso.;comida
Não é um restaurante barato, mas definitivamente uma experiência gastronómica!;comida
Não oferece o melhor serviço nem o melhor preço mas também fornece uma comida muito boa.;comida
Nao pudemos ter uma experiência culinária completa, pois optamos pelos menu do dia, que foi um pouco decepcionante.;comida
Não sei o que fazem com o limão mas pelo gosto é limão do outro dia, muito ruim, fui uma vez pedi o chopp sujo e o gosto do chopp parecia que o limão estava estragado, fui outra vez outro dia pra ter certeza é o mesmo problema, não recomendo de forma alguma.;comida
Não sei porquê ainda não tinha ido neste restaurante aconchegante, ótimo atendimento, rapidez no servir, simpatia na recepção e comidas típucas deliciosas.;comida
Não tem estacionamento próprio, pastel proposto o de feira pastel servido o de festinha infantil e a massa das pizzas pareciam ser compradas em supermercado.;comida
Não tem pratos individuais (vergonha) os pratos são apenas para duas pessoas, e o valor individual é 60% do valor.;comida
Não tinha os pratos pedidos, música muito alta, barulhos perturbadores vindos do teto... Experiência não muito boa.;comida
Não tinha variedades de carnes brancas.;comida
No Abare podemos degustar de petiscos e pratos incríveis e ainda aproveitar a paisagem natural que deixe o Local mais agradável ainda, parabéns!;comida
No assunto comida boa, eu encontrei o lugar perfeito.;comida
No Banzeiro encontramos excelente gastronomia brasileira e regional, com pratos elaborados, criativos e deliciosos.;comida
No geral é um bom happy hour e restaurante, tem muitas opções de bebidas e vinhos e os petiscos são gostosos.;comida
No restaurante Picanha Mania em Manaus a  comida e picanha de ótima qualidade, tendo picanha com ou sem sangue que foi a que comi, ambiente  amplo e climatizado, com opção para negócios e comemoração entre amigos na parte de cima, ótimas sobremesas, mas deixa a.;comida
Normalmente muito movimentado e sem distanciamento social... oferece diversidade de opções.;comida
Nós tínhamos uma grande expectativa de provarmos o melhor da culinária local, especialmente o tambaqui, contudo, pelo menos o prato que pedimos - costela de tambaqui-, não foi nem de perto um dos melhores da viagem.;comida
Nos últimos meses a quantidade de proteina(Camarões, frutos do mar, etc) nos pratos vem diminuindo!;comida
Nosssa uma delícia melhor amburg que já comi música boa habitante maravilhoso.;comida
Nota 10 atendimento chopp geladinho e petiscos deliciosos,a casquinha de caranguejo então ?;comida
Nota 2, péssima experiência, atendimento péssimo, demorado, comida nada demais, passei vergonha com meus amigos de fora.;comida
Nunca decepciona, atendimento impecável e comida deliciosa.;comida
O  ambiente é ótimo como o atendimento também.. mas a comida é bem comum, vc pode comer algo mais gostoso por um valor bem menor.;comida
O Abaré é uma ótima opção de laser para toda categoria de pessoas, família, amigos, etc, Cerveja gelada, sucos refrigerantes, ótima comida e porções de petiscos, local limpo para banho.;comida
O atendimento da Zezé Reis é super simpático e profissional.E os pratos são surpreendentemente fantásticos.Vou voltar sempre q vier a Manaus.;comida
O atendimento é excelente e a comida é muito boa, com um diverso buffet.;comida
O atendimento é excelente, comida deliciosa e ambiente aconchegante.;comida
O atendimento é muito bom, mas os pratos são um pouco inflacionados e não são bem servidos...vale a experiência, mas realmente não é a verdadeira experiência manauara...gourmet demais.;comida
O atendimento é o diferencial, que nos permite sentir como Se estivessem em casa, rapidez e Os garçom  sempre bem cordial e atencioso, oferecendo o melhor serviço e claro a comida s Igual.;comida
O atendimento excelente, comida maravilhosa e o preço bem acessível... parabéns aos proprietários.;comida
O atendimento foi bom o frango não tava bom a carne tava um pouco melhor precisa melhorar mas foi a primeira vez que fomos ai.;comida
O atendimento foi excepcional (ganhamos até uma cerveja artesanal de brinde), os petiscos bem servidos é bem gostosos, o preço é barato também, e o que deixa melhor.;comida
O atendimento maravilhoso pelo garçom Ricardo José ,foi uma experiência ótima pratos maravilhos ,ambiente aconchegante...;comida
O Banzeiro é um bom restaurante para se degustar a legítima comida manauara e que faz parte da associação dos pratos da boa lembrança.;comida
O Banzeiro é um restaurante mais sofisticado, com ar condicionado, bom atendimento, boas bebidas e um variado cardápio de comidas regionais.;comida
O Banzeiro tem uma cozinha variada e combina de forma criativa os ingredientes regionais com preparos esmerados e apresentações charmosas.;comida
O bolinho de bacalhau, o pastelzinho de bacalhau... muito bons, bem feitos e com preço acessível.;comida
o bom prato é indicado para momentos importantes , seja com uma pessoa amada , ou amigos !ambiente climatizado , boa localização preço não muito caro , bom atendimento , tem o açaí , bom para a sobremesa .;comida
O buffet é maravilhoso, mas as opções de carne são poucas em relação ao alto preço que cobram.;comida
O buffet e o melhor tem tudo que gostamos , a maior variedade de buffet na fiorentina.;comida
O Café Priscilla tem um ambiente rústico super agradável, além de oferecer saborosas tapiocas, bolos de macacheira com cupuaçu, cuscus e outras guloseimas deliciosas.;comida
O café regional Priscila é uma excelente opção para quem quer uma refeição diversificada, pois lá você muitas comidas típicas: tapiocas de vários sabores, bolos diversos - vale a pena conferir o bolo de aimpim com cobertura de calda de cupuaçu.;comida
O caldo de piranha foi a minha primeira grande surpresa, pois foi a primeira vez que eu provei, em seguida uma Matrinchã assada, que é servida em cima de uma folha de bananeira, vale muito experimentar.;comida
O cardápio contempla carne, peixe, frango, camarão, lagosta em formatos individuais e para até 3 ou 4 pessoas: a maioria saborosíssimos!!;comida
O cardápio é sofisticado, tipico também, contudo, variado, tem bons vinhos e.;comida
O cardápio internacional, com foco, lógico, no bacalhau.;comida
O churrasco é de primeira linha e o atendimento também.;comida
O Coco Bambu em Manaux, fica no Shopping Ponta Negra, lugar bem bacana, conta com segundo piso, espaço muito bonito, comida diferenciada, e para as mulheres que sentem aquele frio de sempre, levem casaquinho, pois os ar condicionados são muitos bons.;comida
O Coco Bambu Manaus, está dentro dos padrões de qualidade da rede, sou um frequentador em Fortaleza e a unidade de Manaus está perfeita, com um cardápio de 1a qualidade e vasta variedade de pratos, Além de que, o requinte e sofisticação na elaboração de.;comida
O cookie surpreendeu   é bom, um pouco doce como a maioria dos doces brasileiros,  mas e bom.;comida
O espeto acompanha farofa num copinho plástico de café, mas tem a opção de outras guarnições como arroz com brócolis, vinagrete, pão de alho etc.;comida
O estabelecimento impressiona na variedade de produtos do empório... A história da cachaçaria já é motivo de brindar uma boa cachaça, pratos elaborados com muito requinte e sabor.;comida
O famoso bolinho de feijoada é sempre uma boa pedida, porém a tradicionais picanha na chapa, super tradicional da casa ficou à desejar, chegou extremamente frio, com cara.;comida
O forte do calçada alta é o bolinho de bacalhau, que é gostoso, mas muito caro.;comida
O grande sucesso do Barollo é a associação de um menu bom, preço justo, ambiente agradabilíssimo com atendimento muito bom.;comida
O kilomania sabe muito bem representar sua culinaria local com este excelente dom.;comida
O local é agradável , o atendimento bom , comida boa sem comprometer e um preço muito bom.;comida
O local é super agradável tem um ótimo atendimento os pratos são espetaculares  desde a entrada ao prato principal ... Recomendo.;comida
O local é super agradável, o atendimento é rápido, os atendentes são bem atenciosos, tem espaço para crianças, preço acessível e ótimos produtos.;comida
O lugar é espetacular, paisagem nota 1000, comida excelente, atendimento nota 10, porções individuais a preço justo , fui eu meu há filha e esposa e cada um pediu um prato.;comida
O lugar é lindo, a comida uma delícia, música boa, super recomendo.;comida
O melhor açai que já comi é muitos lanches saborosos!;comida
O melhor atendimento e os sabores maravilhoso super organizado !;comida
O melhor Bar  a melhor Feijoada o melhor café da manhã de Domingo.;comida
O melhor da cidade, atendimento 5 estrelas, comida e bebidas maravilhosos e ponto de encontro da galera TOP de Manaus.;comida
O melhor kikao da cidade!;comida
O melhor kikao de Manaus.;comida
O melhor petisco de manaus.;comida
O melhor restaurante de peixe gourmet de Manaus!;comida
O melhor salgado da atualidade.;comida
O menu é incrível e o atendimento perfeito.;comida
O menu executivo do almoço, delicioso!;comida
O meu preferido é o bowl tirashi salmão, muito bem servido e é uma delícia.;comida
O pastel de Belém estava com a massa meia encruada ,não estava crocante, O café carioca estava aguado .;comida
O Paulo deixou a gente muito confortável, atendeu muito bem, comida deliciosa.;comida
O ponto forte é a variedade de pratos, incrível.;comida
O preço baixo em relação a cantinas não pode justificar uma massa que não chega no ponto,  o molho esturricado pelo forno e uma mini almondega quente demais por fora e crua por dentro.;comida
O preço é um pouquinho salgado, porém o nível do restaurante compensa.;comida
O preço não é tão razoável, mas vale a pena pela experiência gastronômica.;comida
O preço tá alto, a qualidade e quantidade das porções estão deprimentes, a carne vem com meio quilo de gordura derramando óleo e ignoram o ponto que o cliente pede... Foi triste essa última experiência!;comida
O Restaurante a comida ótima , arejado , bebidas gelada.;comida
O restaurante conta com comidas típicas da cidade, é um local confortável de se estar, a comida é excelente, atendimento maravilhoso e preços acessíveis.;comida
o restaurante Coqueiro verde é uma referencia no que diz respeito a cultura gastronomica nordestina, o ponto fraco é a demora para servir!;comida
O restaurante é um casarão antigo da época da borracha, tem em sua culinária regional seu maior trunfo.;comida
O restaurante então maravilhoso, comidas tipicas .. amo.;comida
O restaurante fez um ótimo atendimento, as recepcionista sempre dispostas a auxiliar, comida excelente com atendimento rápido e prático, O Garçom Senna sempre disposto a atender de forma prática e rápida e atencioso!;comida
O restaurante já foi um pouco melhor, deixei de frequentar por vários motivos: atendimento caótico,  precisa implorar para o garçom atender, a comida chega separada à mesa..ou seja, primeiro vem a carne, dez minutos depois o acompanhamento, sem contar na qualidade da comida, decaiu muito.;comida
O Restaurante tem boa localização, ambiente interno agradável, decoração  com toques regionais  e cozinha que representa bem os sabores amazônicos.;comida
O restaurante tem fácil acesso, local seguro, cardápio variado e ótimo serviço.;comida
O restaurante tem outras opções de carne, porém o forte é o Bacalhau,  Eles oferecem ao menos umas 20 combinações de bacalhau.;comida
O restaurante tem um espaço agradável, uma vista muito bonita para o Teatro Amazonas e um cardápio variado que procura modernizar alguns pratos.;comida
O restaurante tem um excelente menu de especialidades portuguesas e uma variada carta de vinhos, além de um ambiente agradável.;comida
O rodízio deixou a desejar, as massas estavam sem sal, as pizzas com dificuldade para o corte na parte da massa também sendo um pouco duras e de difícil acesso para o corte.;comida
O rodízio é fraco, a qualidade da carne não é das melhores e o salad bar é fraquíssimo.;comida
O rodizio tem otimo custo beneficio e a qualidade do sushi permance alta.;comida
O rolinho primavera foi a melhor parte  da degustação.;comida
O sabor é o típico e original da culinária lusitana e os preços bastante competitivos.;comida
O sabor foi muito bom, ainda não tinha comido pizzas tão neste tipo de massa fina, até às bordas foram devoradas e carta de vinhos tem um excelente preço.;comida
O serviço é de alta qualidade, os petiscos atendem a todos os gostos e o som ambiente proporciona encontros agradáveis.;comida
O serviço é de primeira e a comida saborosíssima.;comida
O Tambaqui assado é a sua melhor pedida, o melhor peixe amazônico é servido de forma assado, com condimentos regionais, excelente tempero.;comida
O único ponto negativo, justificado pela escala dos funcionários, é que se perdiam com facilidade, os pedidos demoram um pouco mas compensam na qualidade apresentada, preço justo de R$ 65,1, faz valer o investimento.;comida
Oferece uma comida regional com uma qualidade muito boa e um requinte, ele tem um preço justo e também bem localizado em uma area nobre de Manaus.;comida
Oferecem translado, cerveja gelada, diversidade de comidas... Toca rock que é o diferencial.;comida
Olha.. estava dando 5 estrelas FÁCIL… até ver a conta.. estava tudo muito bom.. comida gostosa (com preço justo) e cerveja gelada.. mas qnd veio a conta vimos que estavam cobrando R$25,00 na cerveja tijuca.. estava no cardápio?;comida
Opção vegetariana de ótima qualidade.;comida
Opções regionais e colaboradores atentos ao cliente.;comida
Os cortes bovinos são bons, mas não impressionam muito, ainda mais pelo alto preço cobrado.;comida
Os ingredientes regionais são explorados de formas inusitadas, alcançando resultados ótimos.;comida
Os ingredientes regionais se transformam, se combinam, é felicidade em forma de comida.;comida
Os melhores vinhos e a melhor gastronomia de Manaus.;comida
Os pratos deliciosos e elegantes.;comida
Os pratos regionais bem elaborados.;comida
Os pratos servidos lá conseguem combinar sabores regionais e ingredientes internacionais, o que começa com o caldinho de entrada.;comida
Os produtos da Tortas & Tortas são deliciosos e de boa qualidade, o preço é que é um pouco elevado, no entanto, ainda não encontrei em outro lugar uma torta de limão como a de lá.;comida
Ótima atendimento e a melhor carne de sol de Manaus!;comida
Ótima churrascaria com uma variedade muito grande de pratos.;comida
Ótima comida e o ambiente muito agradável.;comida
Ótima comida e preço bom.;comida
Ótima comida regional.;comida
Ótima comida regional de qualidade, bom atendimento, várias opções de pratos e bebidas... ótimo restaurante.;comida
Ótima comida Regional, ambiente super limpo, seguro, bem localizado, climatizado, cardápio em português e inglês, boa carta de vinhos, dispõe de uma brinquedoteca na parte inferior e um bom estacionamento com staff.;comida
ótima comida, ambiente agradavel.;comida
Ótima comida, lugar agradável e atendimento excepcional!;comida
Ótima comida, ótimo atendimento e preço excelente.;comida
Ótima comida, preço acessível.;comida
Ótima equipe, sempre muito atenciosos, ambiente muito agradável , ótima comida, ótimos vinhos, ótimas sobremesas.;comida
Ótima experiência e comida boa ?;comida
Ótima localização e atendimento, porém a qualidade da pizza deixa a desejar, além da massa fina o recheio é péssimo, eles também oferecem salgados que são só a massa frita e oleosa, sem recheio, péssima experiência.;comida
Ótima opção de gastronomia regional norte/nordestino.;comida
Ótima opção de restaurante, com preço justo e comida deliciosa.;comida
òtima opção para sair entre amigos, família e casal... o ambiente oferece área climatizada e ao ar livre, variados tipos de comida no cardápio, por varias vezes vou a cachassaria do Dede aos finais de semana para saborear o melhor escondidinho do Dedé de Manaus.;comida
Ótima opção pra fazer uma refeição entre amigos, pois tem excelente preço no rodízio, fomos muito bem atendido, a carne é de primeira qualidade, muito gostosa, excelente lugar.;comida
Ótima opção, fácil acesso, estacionamento amplo, variedade no cardápio, comida saborosa, bom preço, qualidade satisfatória, bom atendimento.;comida
Ótima opção, variedade de pizzas.;comida
Ótima picanha no bafo e guarnições excelentes.;comida
Ótima pizza italiana, lugar agradável.;comida
ótima recepção , preço incrível da pra sentir um gosto de minas Gerais oooooh Trem bom.;comida
Ótima refeição com atendimento de qualidade e sabores incríveis.;comida
Ótima variação de comida e otimo atendimento recomendo a todos e tem estacionamento amplo tbm sem problema.;comida
Ótima, comida de primeiro e preço justo.;comida
Ótimas carnes.;comida
Ótimas carnes sabores, grandes variedades de porções no cardápio, muito bom!;comida
Ótimas combinações de sabores regionais.;comida
Otimas refeições, as sobremesas sao maravilhosas, atendimento muito bacana e cerveja sempre gelada.;comida
Ótimo  entretenimento, preço  adequado ao que oferece e a pizza é  maravilhosa.;comida
Ótimo ambiente , total respeito as normas de segurança por conta da pandemia , comida de boa qualidade com um preço justo .;comida
Ótimo ambiente ,com um bar para você esperar sua companhia, com uma boa carta de bebidas,a comida é excelente e o atendimento é bom ,porém os preços são um pouco elevados,mas vale a pena uma visita ao local.;comida
Ótimo ambiente e atendimento, música ao vivo, bebida gelada e comida deliciosa.;comida
Ótimo ambiente e comida.;comida
Ótimo ambiente e excelente atendimento, com bons preços e boa comida... Mais que recomendado.;comida
Ótimo ambiente e grande variedade de opções de pratos.;comida
Ótimo ambiente e variedades de sopas.;comida
Ótimo ambiente excelente comida e atendimento  vip recomendo a todos.;comida
Ótimo ambiente para quem gosta de rock com boas bebidas e gastronomia.;comida
Ótimo ambiente Rafael o melhor garçom no atendimento , Caio sempre rápido trouxe minha carne excelente, carne de primeira recepção da Dona thayna nota 10 agradeço cada garçom com certeza irei vir mais vezes.;comida
Ótimo ambiente,  atendimento de primeira e produtos da melhor qualidade,  comida deliciosa e cardápio sortido.;comida
Ótimo ambiente, atendimento especial, refeições de altíssima qualidade!;comida
Ótimo ambiente, bem limpo, organizado, excelente atendimento, garçom Pablo super atenciosos e comida muito boa.;comida
Ótimo ambiente, com lugar para deixar as crianças que se divertiram bastante, atendimento excelente garçom Cícero, comidas deliciosas... Experiência ótima.;comida
Ótimo ambiente, comida bem saborosa, porém há pontos a serem melhorados, como por exemplo: o pedido de outras mesas foram servidos mais rápido que a nossa e ao final, a nossa embalagem para viagens foi trocada e só percebemos quando chegamos em casa!;comida
Ótimo ambiente, comida boa e excelente atendimento do Jonathan!;comida
Ótimo ambiente, comidas deliciosas , cerveja gelada e o atendimento fantástico do Izaquiel, sempre atencioso e com ótimas dicas!!;comida
Ótimo ambiente, decoração em harmonia com itens do café, ótima recepção, cardápio diversificado e preço acessível.;comida
Ótimo ambiente, excelente atendimento, comida boa e cerveja gelada.;comida
Ótimo ambiente, refrigerado, estacionamento, bom atendimento, chamada do garçom através de sinal eletrônico na mesa, tvs em ambos os lados, decoração com capas dos discos do Roberto Carlos e ótimas sobremesas.;comida
ótimo atendimento , otima comida , simplesmente o melhor!!!;comida
Ótimo atendimento com uma culinária regional de dar água na boca!;comida
Ótimo atendimento desde a entrada, do garçon Erick ... Mamma mia casa de rodízios está de parabéns, ambiente muito agradável ?;comida
Ótimo atendimento do garçom Rafael, e a comida estava saborosa!;comida
Ótimo atendimento do Jackson excelente sempre preocupado se estava falado algo e se estávamos bem foi ótimo pronta para as próximas vezes.;comida
Ótimo atendimento do Rafael, comida muito gostosa, sempre mantendo o padrão de sabor e atendimento.;comida
Ótimo atendimento e a cerveja muito gelada.;comida
Ótimo atendimento e bacalhau bem preparado.;comida
Ótimo atendimento e bons pratos.;comida
Ótimo atendimento e comida deliciosa.;comida
Ótimo atendimento e um dos melhores locais em Manaus para comer doces e salgados sem arrependimentos!;comida
Ótimo atendimento e variedade de pratos.;comida
Ótimo atendimento excelente comida muito bom, lugar maravilhoso para parabéns.;comida
Ótimo atendimento excelente comidas de ótima qualidade.;comida
Ótimo atendimento pelo garçom França, comida muito boa e preço justo, ambiente agradável com boa frequência..;comida
Ótimo atendimento, alimentos bem feitos e confiável, preço muito bom também!;comida
Ótimo atendimento, carnes saborosíssimas, ambiente agradável com brinquedoteca, boa opção para os pais que tem filhos pequenos.;comida
Ótimo atendimento, coisas deliciosas.;comida
Ótimo atendimento, com bom espaço  para as crianças, porém pouca variedades de sabores e a qualidade da pizza não é das melhores.;comida
Ótimo atendimento, comida deliciosa, ambiente climatizado com estacionamento próprio.;comida
Ótimo atendimento, comida deliciosa, sobremesas, preço razoável e limpo!;comida
Ótimo atendimento, comida excelente, mas o sorvete não vem na quantidade que mostra no cardápio.;comida
Ótimo atendimento, comida gostosa, ambiente aconchegante.;comida
Ótimo atendimento, comida maravilhosa e ambiente muito agradável.;comida
Ótimo atendimento, e a comida muito boa....;comida
Ótimo atendimento, mas a qualidade da pizza no rodízio e das batatas fritas passam longe.;comida
Ótimo atendimento, o garçom Emerson atende com excelência, comida maravilhosa.;comida
