review_text,ambiente,comida,geral,preco,servico,seguranca
"Lugar aprazível,  aconchegante,  ótimo atendimento.",1,2,2,2,1,2
Lugar arejado para tomar uma cerveja gelada e com excelentíssimo atendimento.,1,2,2,2,1,2
"Lugar até que é legalzinho, más porém a primeira vez que vejo gente brigar e depois volta para festa colocando em risco pessoal que não tem nada haver..., preço acima da média das bebidas e dos petiscos(um detalhe, não vende balde com as bebidas).tem que 4 unidades pra eles lhe darem um balde com gelo...",1,2,1,1,2,2
Lugar bacana com boa climatização.,1,2,1,2,2,2
Lugar bacana para reunir com amigos ou família.,2,2,1,2,2,2
"Lugar bacana, com comida bastante saborosa, principalmente os peixes.",2,1,1,2,2,2
"Lugar bacana, pratos regionais muito gostosos, mas é caro mesmo, por outro lado vale pela qualidade.",2,1,1,0,2,2
Lugar bastante agradável em um casarão antigo.,2,2,1,2,2,2
Lugar bem aconchegante ambiente tranquilo ótimo atendimento.,1,2,1,2,1,2
"Lugar bem agitado, com certeza devido ao preço baixo e EXCELENTE comida.",1,1,2,1,2,2
Lugar bem agradável com uma variedade muito grande de pratos com frutos do mar todos bem servidos e o atendimento satisfatório.,2,1,1,2,1,2
"Lugar bem arrumado, comida boa e preço justo!",1,1,2,1,2,2
"Lugar bem bonito, aconchegante.",1,2,2,2,2,2
"Lugar bem climatizado, com ótimo atendimento e um custo benefício bom.",1,2,2,1,1,2
"Lugar bem legal, come-se bem e paga-se um valor acessível.",2,1,1,1,2,2
"Lugar bem pitoresco, localizado no centro histórico da cidade, é bem frequentado, até mesmo por turistas, possui um ótimo atendimento.",2,2,1,2,1,2
Lugar bem requintado e comida de alto padrão.,2,1,1,2,2,2
Lugar bom e barato.,2,2,1,1,2,2
"Lugar bom para um almoço rápido durante o horário de pico, mas se for fora dele os funcionários arrumando o salão é uma experiência horrível!",2,2,2,2,0,2
Lugar bom porem pouca opção e valor muito superior para o lugar.,2,1,1,0,2,2
"Lugar bom, boa escolha de bandas!",1,2,1,2,2,2
"Lugar bom, espaço bacana.",1,2,1,2,2,2
"Lugar bom, porém muito apertado o preço é um pouco elevado mas se paga pelo lugar.",1,2,1,1,2,2
Lugar bom.,2,2,1,2,2,2
"Lugar bonito com receptividade me sentir em casa, e o melhor com gastronomia excelente.",1,1,2,2,1,2
"Lugar bonito e agradável,  Boa comida, garçons  atenciosos.",1,1,2,2,1,2
"Lugar bonito, pratos e bebidas excelentes, o principal problema seria a fila imensa para se conseguir uma mesa.",1,1,2,2,0,2
"Lugar charmoso e aconchegante, comida deliciosa e ótimo atendimento.",1,1,2,2,1,2
Lugar clima de amizade muito com a velha guarda excelente pagode de primeira qualidade.,1,2,2,2,2,2
Lugar climatizado com variedades no cardápio e com rodízio de massas e pastéis a preço justo.,1,1,2,1,2,2
"Lugar com atendimento muito bom, o café da manhã ótimo.",2,1,2,2,1,2
"Lugar com decoração temática, de extremo bom gosto, estilo retrô e rock and roll!",1,2,2,2,2,2
"Lugar com gente bonita, rock bom, refrigerado, boa musica, preço razoável, excelente atendimento, só precisa ampliar o espaço, pois esta pequeno para a quantidade do publico.",1,2,2,2,1,2
"Lugar completo de tudo, carnes, vinhos, recomendo.",2,1,1,2,2,2
"Lugar de gente bonita, comida boa e bebida para todos os gostos.",1,1,2,2,2,2
Lugar de super bom gosto.,2,1,2,2,2,2
"Lugar é muito limpo, organizado, música boa, atende as normas ambientais e o atendimento foi excelente além de possui ótimos ambientes para fotos.",1,1,2,2,1,2
Lugar excelente.,2,2,1,2,2,2
"Lugar excelente , comida boa e preço bom.",2,1,1,1,2,2
"Lugar excelente para tudo, desde um happy hour até um jantar.",2,2,1,2,2,2
"Lugar excelente pra encontros com amigos e reunir com a familia, ambiente familiar e aconchegante , bom atendimento com petiscos deliciosos, e vários tipos de chopp geladíssimo.",1,1,1,2,1,2
Lugar excelente pra vc se distrair no centro de Manaus.,2,2,1,2,2,2
Lugar excelente!!,2,2,1,2,2,2
"Lugar excelente, mas atendimento péssimo, pessoal meio perdido nos procedimento!",2,2,1,2,0,2
"Lugar excepcional, valor dos pratos um pouco salgado pra quem pretende comer sozinho.",2,1,1,0,2,2
Lugar excelente serviço bom só cardápio limitado por ele valor acho poderiam ser mas abertos a sugestões tipo eu sou mexicano queria uma comida similar tem todo os ingredientes matéria prima e não quiseram fazer falando tá fora do cardápio eu sei mas como falo não custava nada atender ao cliente olha pague 250 reais cobraram 5 reais por persona por  cover da música q na verdade nem e boa nem dá pra conversar ahh mas 14 ou 19 reais por área infantil acho também um abuso tem lugares que e de graça.,2,1,1,0,0,2
"Lugar extremamente agradável, otimo para passar um dia com a família ou amigos, comida boa (preço razoável), musica boa, pode-se alugar caiaques e pranchas de SUP, alem de tomar banho nas águas do rio negro, para quem nao sabe nadar é possível alugar macarrao ou.",1,1,1,2,2,2
"Lugar fica no centro histórico da cidade, vale a pena conhecer.",2,2,1,2,2,2
"Lugar fino , elegante .",2,2,1,2,2,2
Lugar formidável para aquele happy hour com a família e/ou amigos.,2,2,1,2,2,2
"Lugar gostoso, fácil de estacionar, atendimento excelente.",2,1,2,2,1,2
Lugar ideal para.,2,2,1,2,2,2
"Lugar Ideal Pra Quem Procura Um bom Atendimento, Boa Comida E Excelente Ambiente.",1,1,2,2,1,2
"Lugar incrível , atendimento excelente , preço muito bom e ambiente aconchegante .",1,2,1,1,1,2
"Lugar incrível de se comer , e fazer alguma confraternização.",2,1,2,2,2,2
Lugar incrível e comida boa.,2,1,1,2,2,2
Lugar incrível para se divertir com amigos.,2,2,1,2,2,2
"Lugar incrível, atendimento maravilhoso, Garcon Senna excelente Jean Ronald continue treinando bem sua equipe!!",2,2,1,2,1,2
"Lugar incrível, atendimento personalizado, ótimas indicações, do gerente aos garçons, ao Chefe, todos muito atenciosos, música boa.",1,1,2,2,1,2
"Lugar incrível, dono super receptivo, sempre perguntando se estamos confortável.",2,2,1,2,1,2
"Lugar intimista, poucas mesas, decoração legal, bela vista do teatro Amazonas, excelente para um jantar a dois.",1,2,1,2,2,2
"Lugar legal, só achei o jeito de servir a carne demorada, pois quando a carne chega a comida já está Fria ou se come sem a carne.",2,0,1,2,0,2
Lugar limpo bonito e comida saborosa recomendo.,1,1,2,2,2,2
Lugar lindo Bom atendimento e serviços Finalizações impecáveis e boas opções no cardápio Deixa a desejar no sabor.,1,0,2,2,1,2
Lugar lindo e café saboroso.,2,2,1,2,2,2
"Lugar lindo, agradável, atendimento excelente e comida maravilhosa!",2,1,1,2,1,2
"Lugar mais que aconchegante, com preço justo, comida deliciosa e impecável na preparação e apresentação.",1,1,2,1,2,2
Lugar maneiro...mas kd o rock de quinta??,2,2,1,2,2,2
Lugar maravilhoso.,2,2,1,2,2,2
Lugar maravilhoso agradável comida maravilhosa recomendo.,2,1,1,2,2,2
Lugar maravilhoso e comida também ?,2,1,1,2,2,2
Lugar maravilhoso e os pastéis deliciosos.,2,1,1,2,2,2
"Lugar maravilhoso minha filha adorou , temática perfeita.",2,2,1,2,2,2
"Lugar maravilhoso,  ambiente bom para reunião com amigos , tomar um chop sujo bom demais é pizza gostoso.",1,1,1,2,2,2
"Lugar maravilhoso, adoro ir no da Livraria do Shopping, Saraiva, e lá tem uma Waku Sese, adoro ir lá ler e tomar meu café  com pão de queijo, mas as outras unidades também são ótimas, o atendimento muito bom!",2,1,1,2,2,2
"Lugar maravilhoso, com comida deliciosa!",2,1,1,2,2,2
"Lugar maravilhoso, com ótimo atendimento.",2,2,1,2,1,2
"Lugar maravilhoso, comida incrível.",2,1,1,2,2,2
"Lugar maravilhoso, comida ótima, não é climatizado, mas vale muito a pena, não esqueço do Ceviche único !",0,1,1,2,2,2
"Lugar maravilhoso, excelente atendimento, e uma comida de excelência, deliciosa, recomendamos muito o Dedé boteco.",2,1,1,2,1,2
"Lugar maravilhoso, música boa,  bebida gelada e gente bonita ?",1,2,1,2,2,2
"Lugar maravilhoso, piscina enorme, o único problema é o preço e a qualidade da comida!",1,0,0,0,2,2
"Lugar maravilhoso,comida muito boa.",2,1,1,2,2,2
Lugar maravilhoso.?,2,2,1,2,2,2
"Lugar mega agradável, com tudo bom e a preço justo.",2,2,1,1,2,2
Lugar moderno.,2,2,1,2,2,2
Lugar muito aconchegante familiar sem falar dos pratos deliciosos.,1,1,2,2,2,2
"Lugar muito agradável com um bom atendimento, musica ambiente e uma variedade de bebidas, caldos, entradas e pratos.",1,1,1,2,1,2
"lugar muito agradável muito confortável, mais a demora para fazer e a pizza e muito grande, no caso vc tem q ir jantado, pois o tempo de espera e tão grande que ate a pizza chegar em sua mesa vc ja fica com fome de novo, e sem falar da área externa aos fundos, pois e muito quente ao ponto de ser insuportável .",0,2,1,2,0,2
"Lugar muito agradável,  rodízio maravilhoso.",2,1,1,2,2,2
"Lugar muito agradável, cafezinho com muitas opções, alem do ótimo visual do lugar.",1,2,1,2,2,2
"Lugar muito agradável, diferente dos outros flutuantes da cidade o Abaré é bem familiar, musicas boas, comidas excelentes.",1,1,1,2,2,2
"Lugar muito agradável, muito bom para ir com família e amigos ?",2,2,1,2,2,2
Lugar muito agradável.,2,2,1,2,2,2
"Lugar muito bacana, ambiente climatizado rodízios de massas e pizzas incríveis com amigos e família super bacana.",1,1,1,2,2,2
Lugar muito bom.,2,2,1,2,2,2
Lugar muito bom no geral.,2,2,1,2,2,2
Lugar muito bom para conversar e excelentes opções de cardápio.,2,1,1,2,2,2
Lugar muito bom para fazer suas festas empresariais.,2,2,1,2,2,2
"Lugar muito bom para ir com a família, de todas as vezes que já fui foram experiências incríveis.",2,2,1,2,2,2
Lugar muito bom tem ótimas opções de  tira gosto e a cerveja e bem gelada o atendimento e meio demorado mas vale a pena pelo empório que tem muita variedade.,2,1,1,2,0,2
"Lugar muito bom, atendimento excelente, comida muito boa com alimentos bem preparados.",2,1,1,2,1,2
"Lugar muito bom, comida muito boa e os garçons são muito educados,  só nao gostei porque demoraram para servir agua e ou gelo, essa parte foi meio chato ficar pedindo toda hora, mas em relação a comida, tudo foi muito bom, ótimo lugar para ir em grupo com os amigos.",2,1,1,2,0,2
"Lugar muito bom, familiar, comida maravilhosa, atendimento muito bom.",2,1,1,2,1,2
"Lugar muito bom, o atendimento poderia receber umas atenção especial.",2,2,1,2,1,2
"Lugar muito bom, um espaço significativo.",1,2,1,2,2,2
"Lugar muito bonito e acolhedor, comida de excelente qualidade , preço bom eu super recomendo, atendimento de primeira.",1,1,2,1,1,2
"Lugar muito bonito e confortável, adorei a área externa.",1,2,2,2,2,2
Lugar muito bonito excelente atendimento e uma comida super saborosa... parabéns.,1,1,2,2,1,2
"Lugar muito bonito, aconchegante, comida gostosa,  bebidas geladas e um excelente lugar para reunir família, amigos e happy hour para negócios.",1,1,1,2,2,2
"Lugar muito confortável, ótimo lugar pra levar a família.",1,2,1,2,2,2
"Lugar muito lindinho e aconchegante , além de a comida ser muito boa, o local tem uma decoração linda!",1,1,2,2,2,2
"Lugar muito pequeno, quente, esquema de venda de bebidas ultrapassado... Fora q um segurança era muito mal preparado, tratando mal os clientes...",0,2,2,2,0,2
"Lugar OK, as pizzas não são tão boas.",1,0,0,2,2,2
lugar ótimo de gente bonita e ambiente maravilhoso... Só uma obs não tem onde estacionar e isso é muito chato ainda mas este sábado passado que estava chovendo quase não saíamos do carro lamentável.,1,2,2,2,2,2
Lugar otimo e agradável.,2,2,1,2,2,2
Lugar ótimo para levar a família e amigos.,2,2,1,2,2,2
"Lugar otimo, atendimento excelente e comida maravilhosa.",2,1,1,2,1,2
"Lugar ótimo, super recomendo!",2,2,1,2,2,2
"Lugar para todas as situações: ir namorar e ouvir boa música a dois, ou para levar as crianças para se divertir com segurança e comodidade ou para encontrar os amigos e ter um papo agradável para comer e beber bem!",2,2,1,2,2,2
Lugar para você relaxar tomar aquela cerveja gelada comer aquele petisco de carne seca e comer aquele tambaqui assado na hora com a família ou amigos.,2,1,2,2,2,2
Lugar perfeito para levar a família e amigos!,2,2,1,2,2,2
Lugar perfeito!!,2,2,1,2,2,2
Lugar romântico.,2,2,1,2,2,2
"Lugar sempre impecável, comida bem feita, preço justo, clima agradável e atendimento 10.",1,1,1,1,1,2
Lugar sensacional.,2,2,1,2,2,2
"Lugar sensacional, comida deliciosa, música boa.",1,1,1,2,2,2
"Lugar sensacional, pizza perfeita.",2,1,1,2,2,2
"Lugar sensacional: ambiente super agradável, preços justos e comida deliciosa!",1,1,1,1,2,2
Lugar simples e cerveja gelada.,2,2,1,2,2,2
"Lugar simples e que serve uma comida maravilhosa, comida típica da culinária paraense.",2,1,1,2,2,2
Lugar simples para uma refeição rápida e de qualidade.,2,1,1,2,2,2
"Lugar simples, achei a porção um pouco cara para o tamanho.",2,2,1,0,2,2
"Lugar simples, comida boa e preço justo.",2,1,1,1,2,2
"Lugar simples, mas satisfatório.",2,2,1,2,2,2
"Lugar super aconchegante,  comida excelente.",1,1,2,2,2,2
"Lugar super aconchegante, a comida maravilhosa, os atendentes têm uma energia muito boa, como a Nathasha por exemplo que está sempre sorrindo pros clientes e nos faz sentir bem, assim também a recepcionista Nathalia que nos recebe com todo carisma, excelente!",1,1,2,2,1,2
"Lugar super aconchegante, em ótima localização, serviço de manobrista .. Buffet variado e rodízio com carnes varia.",1,1,2,2,2,2
Lugar super agradável .,2,2,1,2,2,2
Lugar super agradável e pessoas bem educadas pra nos atender a começar da dona excelente pessoa.,2,2,1,2,1,2
"Lugar super agradável, comida excelente, preço acima da média , mas vale cada centavo investido em seu jantar.",2,1,1,1,2,2
"Lugar super agradável, música ao vivo.",1,2,1,2,2,2
"Lugar super agradável, o serviço é ótimo, e organizado e os garçons são super ágeis.",2,2,1,2,1,2
"Lugar super interessante, bem ao lado do Teatro Amazonas.",2,2,1,2,2,2
"Lugar super legal e ambiente aconchegante, atendimento magnifico e comida excelente e café perfeito.",1,1,1,2,1,2
Lugar temático e muito agradável.,2,2,1,2,2,2
"Lugar top demais....música boa, atendimento rápido  casa aconchegante.",1,2,1,2,1,2
Lugar top!!!!,2,2,1,2,2,2
"Lugar top, agradável, as vezes demora pra passar a pizza e o suco, tirando isso, recomendo.",2,2,1,2,0,2
"Lugar tradicional de um buteco ao lado do Teatro em Manaus,experimente  os bolinhos de bacalhau.",2,1,1,2,2,2
"Lugar tradicional, ótima música samba raiz.",1,2,1,2,2,2
Lugar tranquilo.,2,2,1,2,2,2
"Lugar tranquilo e calmo sem precisar sair da cidade, ótimo pra dar uma fugidinha da loucura urbana.",2,2,1,2,2,2
Lugar tranquilo e muito bem servido pelos garçons.,2,2,1,2,1,2
Lugar tranquilo e onde se pode comer bem pelo um preço justo.,2,1,1,1,2,2
"Lugar tranquilo sem muita poluição sonora ótima comida e bem divido, tem até um lugar pra crianças pequenas.",1,1,2,2,2,2
"Lugar tranquilo, climatizado, ótimo para se divertir com os amigos, além de um somzinho interativo (karaokê), tem petiscos deliciosos, banheiro disponível, garçons elevadíssimos, e um ambiente mais reservado para uma conversa com o crush.",1,1,1,2,1,2
"Lugar tranquilo, música boa, garçom Mauro muito atencioso, gente boa e sempre traz o nosso chopp bem geladinho!!",1,2,1,2,1,2
"Luz ambiente muito agradável,o som ambiente ao meu gosto achei um pouco alto,dificulta a conversa,porém o garçom nos explicou que o volume aumenta certo horário da noite,boas opções de aperitivos,carta de vinhos com valores acessíveis porém poderia ser mais justo com relação á valores de.",0,1,2,1,2,2
"Má atendimento, bebidas quentes e não inclusas.",2,2,2,2,0,2
maionese muito ruim que acompanha o peixe frito.,2,0,2,2,2,2
Mais uma ótima opção em Manaus!,2,2,1,2,2,2
"Mais uma vez ,surpreendido com essa maravilha de cardápio, agora com outras poções exuberante, como sempre atendentes atenciosos, mais desta vez precisou da ajuda de sua gerente para indicar um bom vinho, que por sua vez super agradável na combinação indicada por ela, tudo maravilhoso.",2,1,2,2,1,2
Mais uma vez ótimo!!,2,2,1,2,2,2
Maitre Hosana atenciosa.,2,2,2,2,1,2
Mammamia é uma casa de rodízio ótima me senti muito bem ainda mais com a recepcionista maravilhosa Nathalia que vocês têm muito simpática educada uma pessoa muito receptiva .,2,2,1,2,1,2
"Manaus tem lugares maravilhosos entre eles estão os flutuantes no Rio negro , nessas férias fui ao flutuante Abare Sup & food,  o atendimento bom , cerveja bem gelada, música de qualidade , ao final do dia é possível ter um dos mais belos visuais.",1,1,1,2,1,2
Manaus tem um excelente restaurante português com um divino bacalhau.,2,1,1,2,2,2
Mantém um boa tradição do churrasco.,2,1,2,2,2,2
"Maravilhosa, uma das melhores pizza que comi na vida.",2,1,2,2,2,2
Maravilhoso agradavél acolhedor e comida de primeira.Preço justo.,2,1,2,1,2,2
"Maravilhoso atendimento , garçom Vinicius, muito gentil, super atencioso e prestativo.",2,2,2,2,1,2
"Maravilhoso esse lugar comida boa bebida, bem familiar, amplo e bem organizado.",2,1,1,2,2,2
Maravilhoso nota 10 cerveja gelada mega atendimento nota 10 valeu Leo jacaré.,2,2,2,2,1,2
"Maravilhoso restaurante para desfrutar com a família, ou amigos pratos variados do cardápio amazonense.",2,1,1,2,2,2
"Maravilhoso, ambiente nota 10 comida excelente e atendimento também.",1,1,1,2,1,2
"Marcela foi super atenciosa <3 Petiscos deliciosos e no tempo, e as bebidas pra acompanhar ?",2,1,2,2,1,2
"Mas ao subir as escadas nos deparamos com amplo espaço, com janelas amplas, com vista para o teatro.",1,2,2,2,2,2
"Mas no geral, o ambiente e legal, animado, atendimento ótimo, preço bom e bem localizado.",1,2,2,1,1,2
"Mas o Coco Bambu Manaus é tudo que os outros dizem ser, mas de uma maneira simples, ótimo atendimento, classe internacional nos pratos servidos de maneira singular.",2,1,2,2,1,2
Mas os petiscos são ótimos e a cerveja geladissima.,2,1,2,2,2,2
Mas pra quem deseja ir a um lugar um pouco diferente conheça.,2,2,1,2,2,2
"Mas se você pode pagar diariamente, bom apetite.!!",2,1,2,2,2,2
Mas vale a visita para conhecer .,2,2,1,2,2,2
"Massa esse restaurante, sempre indico para amigos.",2,2,1,2,2,2
Massa leve e de sabor delicioso!,2,1,2,2,2,2
"Massas sempre saborosas, preço acessível e cardápio bem variado fazem deste lugar uma ótima opção para fast food de boa qualidade.",2,1,2,1,2,2
Materia prima de primeira qualidade.,2,2,1,2,2,2
"Me deram o troco errado ainda bem que conferi, vc sai sem nenhuma nota fiscal precisa pedir se não eles não dão, coisa que deveria ser automático!",2,2,2,2,0,2
Melhor atendimento por parte da equipe da casa.,2,2,2,2,1,2
"Melhor atendimento, melhores hambúrgueres (e batata rústica), ambiente agradável demais, e melhores quadrinhos (amo).",1,1,2,2,1,2
Melhor atendimento.,2,2,2,2,1,2
Melhor banda de tambaqui de Manaus!!,2,1,2,2,2,2
Melhor banda de Tambaqui que já comi... Porção generosa por um bom preço.,2,1,2,1,2,2
"Melhor bar de manaus,atendimento nota 10000.",2,2,1,2,1,2
"Melhor buffet sem igual, variedades e um ambiente aconchegante !",1,1,2,2,2,2
"Melhor café da manhã regional, preço muito alto, atendimento ok. Dois ambientes, climatizado e ao ar livre, muito familiar.",1,1,2,1,1,2
Melhor carne de sol de Manaus.,2,1,2,2,2,2
Melhor carne de sol de Manaus ?,2,1,2,2,2,2
melhor carne de sol de Manaus.,2,1,2,2,2,2
Melhor carne de sol na pedra de Manaus.,2,1,2,2,2,2
Melhor casa de rodízio... e com certeza a Sara e a melhor atendente muito rápida e atenta..,2,1,2,2,1,2
Melhor churasco de Manaus.,2,1,2,2,2,2
Melhor churrascaria de Manaus.,2,2,1,2,2,2
Melhor churrascaria de Manaus!,2,2,1,2,2,2
"Melhor churrascaria de Manaus, ótimo atendimento.",1,2,1,2,1,2
Melhor churrascaria de Manaus.,2,2,1,2,2,2
Melhor churrascaria.,2,2,1,2,2,2
"Melhor comida, melhor atendimento do funcincionario Rodrigo Uchoa e sem duvida melhor restaurante de manaus !",2,1,1,2,1,2
Melhor culinária.,2,1,2,2,2,2
Melhor culinária regional.,2,1,2,2,2,2
"Melhor experiência, nunca tive....",2,2,1,2,2,2
"Melhor experiência, ótima comida.",2,1,1,2,2,2
"Melhor garçom era um tatuado, gente boa.",2,2,2,2,1,2
Melhor gerenciamento necessário.,2,2,2,2,0,2
Melhor local para ir com a família!,2,2,1,2,2,2
Melhor lugar de Manaus para comer uma picanha com os amigos e familiares.,2,1,2,2,2,2
"Melhor lugar de MANAUS, para saborear aquela carne maravilhosa.",2,1,1,2,2,2
Melhor lugar para se está com os amigos!,2,2,1,2,2,2
Melhor lugar pra passa o final de semana com a família.,2,2,1,2,2,2
"Melhor menu, excelente carta de vinhos!",2,1,2,2,2,2
melhor opção  de gastronomia japonesa na cidade de manaus não tem igual toda minha familia adorou magnifico!!!,2,1,1,2,2,2
Melhor opção de carnes vermelhas em Manaus.,2,1,2,2,2,2
"Melhor opção de comida portuguesa sofisticada, com preço extremamente salgado, porém, tudo impecável, atendimento, sabor e experiência.",2,1,1,0,2,2
Melhor Opção de Rodízio de Carnes é um Buffet completo.,2,1,2,2,2,2
"Melhor pão de queijo de Manaus, se for recheado com doce de leite mineiro então..",2,1,2,2,2,2
"Melhor peixaria de Manaus, e tem um ótimo custo benefício!",2,2,1,1,2,2
"Melhor peixe da cidade,o único problema é o estacionamento.",2,1,2,2,2,2
"Melhor picanha, filé, linguiça com queijo ,Steak de alcatra na parrilla, além de ter carnes tradicionais, bebidas e sobremesas e o que mais você quiser pedir!",2,1,2,2,2,2
Melhor pizza da zona sul chora pra vender fiado.,2,1,2,2,2,2
Melhor pizza tradicional que existe em manaus.,2,1,2,2,2,2
"Melhor pizzaria de toda Manaus, sabores excelentes, o que vc pede vc recebe.",2,1,1,2,2,2
Melhor restaurante.,2,2,1,2,2,2
Melhor restaurante com a minha esposa linda!!,2,2,1,2,2,2
Melhor restaurante de carnes de Manaus ?,2,2,1,2,2,2
Melhor restaurante de culinária local.,2,2,1,2,2,2
Melhor restaurante de Manaus.,2,2,1,2,2,2
Melhor restaurante de Manaus ?,2,2,1,2,2,2
"Melhor restaurante de Manaus de frutos do mar, O atendimento é sempre sensacional, eles são atenciosos.",2,2,1,2,1,2
"Melhor restaurante de Manaus, ótimo  atendimento  lugar climatizado limpo ótima comida peixe fresquinho maravilhoso ...",1,1,1,2,1,2
Melhor restaurante de Manaus.,2,2,1,2,2,2
Melhor restaurante de Manaus.... melhor ambiente agradável?,1,2,2,2,2,2
Melhor restaurante e churrascaria que já visitei.,2,2,1,2,2,2
"Melhor restaurante em Manaus, sem duvida!!",2,2,1,2,2,2
"Melhor restaurante português de Manaus, excelente atendimento, equipe maravilhosa!",2,2,1,2,1,2
"Melhor restaurante, tudo muito bom…peixe de qualidade, sempre fresco… Atendimento 5 estrelas, especialmente da atendente Dani e do Sushiman melhor de Manaus Francisco…",2,1,1,2,1,2
Melhor tapioca grarinada de Manaus e os salgados uma delícia.,2,1,2,2,2,2
Melhor T-bone da cidade.,2,1,2,2,2,2
"Memorável, lugar incrível, atendimento perfeito!",2,2,1,2,1,2
"Menu diversificado maravilhoso, tempo de espera é dentro da média mas não sofrido como comumente acontece, o ambiente agradável com decoração jovial e a boa música ajudam a passar quase desperdício, daria uma estrela a mais para a carta de drinks.",1,1,2,2,2,2
Merece a oportunidade deste excelente restaurante que com certeza elevará o seu nível tendo este profissional como colaborador!!!,2,2,1,2,2,2
"Mesas dispostas na calçada e rua, petiscos bem servidos e  boa variedade, cerveja trincando de gelada.",1,1,1,2,2,2
mesma embalagem vai pro microndas...otima ideia..e delicioso com preço bom...parabens frango mineiro.,2,1,2,1,2,2
Mesmo não tendo feito reserva encaramos uma espera de 2 horas de maneira confortável e com atendentes sempre atenciosos.,2,2,2,2,1,2
Meu café preferido com o melhor pão de queijo de manaus e atendimento maravilhoso.,2,1,2,2,1,2
"Meu café preferido, atendimento ótimo, preço razoável, tudo de qualidade.",2,1,1,2,1,2
Meu esposo é deficiente físico e não podemos ir ao segundo piso em razão da falta de acessibilidade.,0,2,0,2,2,2
"Meu lugar favorito para comida japonesa, harumaki de camarão e cream cheese é perfeito, o melhor que já comi.",2,1,2,2,2,2
"Meu lugarzinho do açaí, ótimo opção.",2,1,1,2,2,2
"Meus 2 filhos pequenos,  meu marido e eu fomos, no domingo de Páscoa, almoçar,  pois queríamos degustar delícias amazônicas.",2,1,2,2,2,2
"Minha noiva e eu somos clientes fiéis, mas antes de falar o que é bom, ressalto o único defeito da casa: a demora na entrega da conta que já demorou 15 minutos (uma única vez dentre várias).",2,2,2,2,0,2
"Minha sugestão de prato é: a entrada de dadinho de tapioca, e como prato principal o lombo premium de Tambaqui!",2,1,2,2,2,2
Minha ultima experiência não foi muito boa.,2,2,0,2,2,2
"Molho espetacular, preço justo e bom atendimento.",2,1,2,1,1,2
"momentos únicos com uma boa companhia, inesquecível.",2,2,1,2,2,2
Moqueca excelente!,2,1,2,2,2,2
Moro proximo e vou ao mesmo duas vezes por mês.,2,2,1,2,2,2
Muita diversão e bons petiscos.,2,1,1,2,2,2
Muita gente final de semana.,0,2,2,2,2,2
"Muita noite maravilhosa ,em especial o atendimento super nota 10 do garçom Rennan , bom papo , super agradável e da garçonete Katianne , nota 10 .",2,2,2,2,1,2
Muita variedade e ambiente sensacional.,1,1,2,2,2,2
Muita variedade e custo benefício excelente.,2,1,2,1,2,2
Muitas opções e ambiente agradável!!!,1,2,2,2,2,2
Muito agradável com um dos melhores rodízios de sopas de Manaus.,2,1,2,2,2,2
Muito agradavel desfrutar  de momentos maravilhosos  tomando um delicioso café ou suco de laranja nesta padaria Eles tambem preparam sanduiches com patês pra lá de especiais!,2,1,2,2,2,2
"Muito agradável, e a comida deliciosa, com um preço acessível de R$ 15,00 a R$ 30,00.",2,1,2,1,2,2
"Muito bem atendido pelo garcon jailton, ambiente muito agradável, comemorando aniversário muito top d+",1,2,2,2,1,2
"Muito bem atendido, local muito bom, música boa , prato excelente, garçom Fernando, que nos atendeu, muito bom profissional.",1,2,1,2,1,2
"Muito bem localizado, escondidinho ao lado do Teatro com uma vista muito bacana e a comida tradicional de primeira qualidade e atendimento primoroso.",1,1,2,2,1,2
Muito boa a comida e atendimento excelente do Braian ?,2,1,2,2,1,2
"Muito boa a comida e o atendimento, repertório bem tranquilo com música ambiente, Ricardo José não deixou faltar nada e tudo sem demora.",1,1,2,2,1,2
Muito boa atendentes maravilhosos lugar super bom comida de alta qualidade o melhor garçom  e o Fabiano.,2,1,2,2,1,2
Muito boa comida e preço justo.,2,1,2,1,2,2
Muito boa comida e quantidade compatível ao q é determinado no cardápio.,2,1,2,2,2,2
Muito boa comida.Preço justo.,2,1,2,1,2,2
"Muito boa cozinha, bacalhau no ponto certo de cozimento e dessalgado na maneira correta, ressaltando paladar do peixe .",2,1,2,2,2,2
"Muito boa experiência, garcon Everton é extremamente atencioso....",2,2,1,2,1,2
Muito boa ketherin.,2,2,2,2,1,2
Muito boa localização de frente pra natureza e a comida também é muito boa.,2,1,2,2,2,2
Muito boa opção de carnes em Manaus.,2,1,2,2,2,2
"Muito boa pizza, ótimas variedades de pizza.",2,1,2,2,2,2
"Muito boa surpresa em serviço, comida regional muito boa, lugar extremamente agradável e muito bom serviço, com o pessoal muito prestativo e atenciosos... Muito bom vale a pena ir.",1,1,1,2,1,2
"Muito boa, bom atendimento, comida boa.",2,1,2,2,1,2
"Muito boa,comidas e lanches deliciosos e bom preço.",2,1,2,1,2,2
Muito bom  atendimento  gaçon Jorge  não deixa  nada a desejar chopp na hora bem gelado  super atencioso .,2,2,2,2,1,2
Muito bom  Palito de tapioca delicioso Churros cabloco incrível Salgado e doce Caipirinha de pingasse jambu especial.,2,1,2,2,2,2
Muito bom  tudo limpinho e preço  camarada!,1,2,2,1,2,2
"Muito bom , cerveja geladinha e vários petiscos.",2,1,2,2,2,2
"Muito bom ,o dono muito prestativo sempre com seus clientes.",2,2,2,2,1,2
